,search_string,8_digit_kvk,12_digit_kvk,vesting_nr,status_of_company,headquarters,website,main_company_name,bestaande_handelsnamen,statutaire_naam,second_page_company_name,street,housenumber,housenumber_extension,postcode,city,extra_infomation
2417,1000AK,50366807	,503668070000	,000020812299	,No Value,True,No Value,C.V. Scheepvaartonderneming Maasgracht,C.V. Scheepvaartonderneming Maasgracht,No Value,C.V. Scheepvaartonderneming Maasgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepvaartonderneming Maasgracht. CV Scheepvaartonderneming  Maasgracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2418,1000BA,08015345	,080153450002	,No Value	,Deze nevenvestiging is uitgeschreven uit het Handelsregister,True,No Value,Thieme Meulenhoff B.V.,Thieme Meulenhoff B.V.,ThiemeMeulenhoff B.V.,Thieme Meulenhoff B.V.,Herengracht,507,,1017BV,Amsterdam,"<b>...</b> ThiemeMeulenhoff BV. Postbus 1007, <b>1000BA</b>, Amsterdam, Nederland 1000  BA. Herengracht 507, 1017BV, Amsterdam, Nederland 1017 BV. <b>...</b>  "
2419,1000AS,53990625	,539906250000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Baarsjesweg-Piri Reisplein Woningen te Amsterdam,No Value,No Value,Vereniging van Eigenaars Baarsjesweg-Piri Reisplein Woningen te Amsterdam,Sarphatistraat,410,,1018GW,Amsterdam,"<b>...</b> Vereniging van Eigenaars Baarsjesweg-Piri Reisplein Woningen te Amsterdam.  Postbus 700, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2420,1000AS,59408839	,594088390000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Tweede Oosterparkstraat 180-182,No Value,No Value,Vereniging van Eigenaars Tweede Oosterparkstraat 180-182,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars Tweede Oosterparkstraat 180-182. Postbus  738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Hoogte <b>...</b>  "
2421,1000AZ,34237877	,342378770000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Trustee First Kazakh Securitisation Company,No Value,No Value,Stichting Trustee First Kazakh Securitisation Company,Prins Bernhardplein,200,,1097JB,Amsterdam,"34237877 815300396. Financiële holdings. St. Trustee First Kazakh  Securitisation Comp. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
2422,1000CK,37146685	,371466850000	,000016249143	,No Value,True,www.goedwonennk.nl.,Goed Wonen Vastgoed B.V.,Goed Wonen Vastgoed B.V.,Goed Wonen Vastgoed B.V.,Goed Wonen Vastgoed B.V.,Jollemanhof,21,,1019GW,Amsterdam,"<b>...</b> www.goedwonennk.nl. Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000  CK. Jollemanhof 21, 1019GW, Amsterdam, Nederland 1019 GW. <b>...</b>  "
2423,1000CE,58752021	,587520210000	,000028086155	,No Value,True,No Value,zeker-weten 3.0 B.V.,zeker-weten 3.0 B.V. | zeker-weten | mijnerfenisgoedgeregeld.nl | mijnlevenzelfgeregeld.nl,zeker-weten 3.0 B.V.,zeker-weten 3.0 B.V.,Brederodelaan,17,,3852BA,Ermelo,"<b>...</b> zeker-weten 3.0 BV. Postbus 2246, <b>1000CE</b>, Amsterdam, Nederland 1000  CE. Brederodelaan 17, 3852BA, Ermelo, Nederland 3852 BA. <b>...</b>  "
2424,1000AK,64914461	,649144610000	,000033693927	,No Value,True,No Value,vennootschap onder firma Happy Star Scheepsbelang,vennootschap onder firma Happy Star Scheepsbelang | Happy Star SB,No Value,vennootschap onder firma Happy Star Scheepsbelang,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> VOF Happy Star Scheepsbelang. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
2425,1000BA,34258087	,342580870017	,000019074875	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Mell-Zone Retail,Mell-Zone Retail,No Value,Mell-Zone Retail,Waterland,12,,1948RK,Beverwijk,"<b>...</b> Mell-Zone Retail BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000  BA. Waterland 12, 1948RK, Beverwijk, Nederland 1948 RK. <b>...</b>  "
2426,1000AS,59043229	,590432290000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars woningen Palmgracht 10 A-F,No Value,No Value,Vereniging van Eigenaars woningen Palmgracht 10 A-F,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> VVE woningen Palmgracht 10 AF. Vereniging van Eigenaars &quot;woningen  Palmgracht 10 AF&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS <b>...</b>  "
2427,1000AZ,51956004	,519560040000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting Security Trustee Acier 2011-I,No Value,No Value,Stichting Security Trustee Acier 2011-I,Prins Bernhardplein,200,,1097JB,Amsterdam,"51956004 850240761. Financiële holdings. Stichting Security Trustee Acier  2011-I. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
2428,1000AK,34262621	,342626210000	,000019815093	,No Value,True,No Value,C.V. Scheepvaartonderneming Dolfijngracht,C.V. Scheepvaartonderneming Dolfijngracht,No Value,C.V. Scheepvaartonderneming Dolfijngracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepvaartonderneming Dolfijngracht. CV Scheepvaartonderneming  Dolfijngracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2429,1000CA,33239497	,332394970000	,000016932706	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Timmer- en Aannemingsbedrijf M.H. Bekker B.V.,Timmer- en Aannemingsbedrijf M.H. Bekker B.V.,No Value,Timmer- en Aannemingsbedrijf M.H. Bekker B.V.,Klaprozenweg,17,A,1032KK,Amsterdam,"<b>...</b> holdings. Timmer- en Aannemingsbedrijf MH Bekker. Postbus 2046,  <b>1000CA</b>, Amsterdam, Nederland 1000 CA. Klaprozenweg <b>...</b>  "
2430,1000CK,67456219	,674562190000	,No Value	,No Value,True,No Value,"Vereniging Van Eigenaars Tuinstraat 103, 105, 107 en 109 te Amsterdam",No Value,No Value,"Vereniging Van Eigenaars Tuinstraat 103, 105, 107 en 109 te Amsterdam",Jollemanhof,8,,1019GW,Amsterdam,"<b>...</b> Vereniging Van Eigenaars Tuinstraat 103, 105, 107 en 109 te Amsterdam.  Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK. <b>...</b>  "
2431,1000AK,34359102	,343591020000	,000019218745	,No Value,True,No Value,C.V. Scheepvaartonderneming Happy Dover,C.V. Scheepvaartonderneming Happy Dover,No Value,C.V. Scheepvaartonderneming Happy Dover,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepvaartonderneming Happy Dover. CV Scheepvaartonderneming  Happy Dover. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2432,1000BA,34284566	,342845660000	,000016503538	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Packaging Plus NL B.V.,Packaging Plus NL B.V.,No Value,Packaging Plus NL B.V.,Koolhovenlaan,128,,1119NH,Schiphol-Rijk,"<b>...</b> Packaging Plus NL BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000  BA. Koolhovenlaan 128, 1119NH, Schiphol-Rijk, Nederland 1119 NH. <b>...</b>  "
2433,1000CL,41213293	,412132930001	,000022214372	,No Value,True,www.antarfoundation.org.,Stichting Antar,Stichting Antar,Stichting Antar,Stichting Antar,Makassarstraat,149,,1095SV,Amsterdam,"<b>...</b> www.antarfoundation.org. Postbus 2482, <b>1000CL</b>, Amsterdam, Nederland  1000 CL. Makassarstraat 149, 1095SV, Amsterdam, Nederland 1095 SV. <b>...</b>  "
2434,1000AS,51472112	,514721120000	,No Value	,No Value,True,www.vvebeheer-amsterdam.nl.,Vereniging van Eigenaars Wolbrantskerkweg Wachter III te Amsterdam,No Value,No Value,Vereniging van Eigenaars Wolbrantskerkweg Wachter III te Amsterdam,Wolbrantskerkweg,100,,1069DA,AMSTERDAM,"<b>...</b> Amsterdam. www.vvebeheer-amsterdam.nl. Postbus 738, <b>1000AS</b>,  Amsterdam, Nederland 1000 AS. Wolbrantskerkweg <b>...</b>  "
2435,1000AZ,53638808	,536388080000	,000023507179	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Oceanarium Master Issuer B.V.,Oceanarium Master Issuer B.V.,No Value,Oceanarium Master Issuer B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Beleggingsinstellingen in financiële activa. Oceanarium Master Issuer BV.  Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
2436,1000AK,34371677	,343716770000	,000017197902	,No Value,True,No Value,B.V. Beheer Maatschappij Floretgracht,B.V. Beheer Maatschappij Floretgracht,B.V. Beheer Maatschappij Floretgracht,B.V. Beheer Maatschappij Floretgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Beheer Maatschappij Floretgracht. BV Beheer Maatschappij Floretgracht.  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2437,1000CA,55698093	,556980930000	,000025323954	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,IMG Netherlands B.V.,IMG Netherlands B.V.,No Value,IMG Netherlands B.V.,Prinsengracht,596,2,1017KS,Amsterdam,"<b>...</b> IMG Netherlands BV. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000  CA. Prinsengracht 596 2, 1017KS, Amsterdam, Nederland 1017 KS. <b>...</b>  "
2438,1000CK,55828434	,558284340000	,No Value	,No Value,True,No Value,"Vereniging van Eigenaars Laan van Spartaan Noordstrook Vlek C, gebouw 8-9'' te Amsterdam",No Value,No Value,"Vereniging van Eigenaars Laan van Spartaan Noordstrook Vlek C, gebouw 8-9'' te Amsterdam",Jollemanhof,8,,1019GW,Amsterdam,"<b>...</b> Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK. Jollemanhof 8,  1019GW, Amsterdam, Nederland 1019 GW. Belangenbehartiging. <b>...</b>  "
2439,1000BA,34107396	,341073960000	,000005286980	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Atlantic Frog,Atlantic Frog | Egter van Wissekerke | StudioRalph,No Value,Atlantic Frog,Weteringschans,110,H,1017XS,Amsterdam,"<b>...</b> Rechtskundige adviesbureaus. Advisering op het gebied van   informatietechnologie. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 <b>...</b>  "
2440,1000CL,41209601	,412096010001	,000022214038	,No Value,True,No Value,Stichting Aeon,Stichting Aeon,Stichting Aeon,Stichting Aeon,Kastanjelaan,7,C,6883HX,Velp,"<b>...</b> Stichting Aeon. Stichting Aeon. Postbus 2453, <b>1000CL</b>, Amsterdam, Nederland  1000 CL. Kastanjelaan 7 C, 6883HX, Velp, Nederland 6883 HX. <b>...</b>  "
2441,1000CG,33211830	,332118300000	,000000632511	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Binnenvaartbedrijf ms Rina (eig. J.C. Bennik),Binnenvaartbedrijf ms  Rina  (eig. J.C. Bennik),No Value,Binnenvaartbedrijf ms Rina (eig. J.C. Bennik),Kwintsheulstraat,30,,1062ED,Amsterdam,"<b>...</b> JC Bennik). Binnenvaart (vrachtvaart). Binnenvaartschipper JC Bennik.  Postbus 2296, <b>1000CG</b>, Amsterdam, Nederland 1000 CG. <b>...</b>  "
2442,1000AS,59783451	,597834510000	,No Value	,No Value,True,www.vvebeheer-amsterdam.nl.,Vereniging van Eigenaars Bilderdijkkade 34A-36 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Bilderdijkkade 34A-36 te Amsterdam,Bilderdijkkade,34,A 2,1053VD,Amsterdam,"<b>...</b> te Amsterdam. www.vvebeheer-amsterdam.nl. Postbus 738, <b>1000AS</b>,  Amsterdam, Nederland 1000 AS. Bilderdijkkade 34 <b>...</b>  "
2443,1000AZ,70048495	,700484950000	,000038354276	,No Value,True,No Value,Mont Blanc Midco B.V.,Mont Blanc Midco B.V.,Mont Blanc Midco B.V.,Mont Blanc Midco B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Mont Blanc Midco BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2444,1000AK,34371682	,343716820000	,000018043526	,No Value,True,No Value,C.V. Scheepvaartonderneming Floretgracht,C.V. Scheepvaartonderneming Floretgracht,No Value,C.V. Scheepvaartonderneming Floretgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepvaartonderneming Floretgracht. CV Scheepvaartonderneming  Floretgracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2445,1000CA,33259705	,332597050000	,000019939027	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Budget Chauffeur Drive Holding B.V.,Budget Chauffeur Drive Holding B.V.,No Value,Budget Chauffeur Drive Holding B.V.,Modemstraat,8,,1033RW,Amsterdam,"<b>...</b> Financiële holdings. Budget Chauffeur Drive Holding BV. Postbus 2000,  <b>1000CA</b>, Amsterdam, Nederland 1000 CA. Modemstraat <b>...</b>  "
2446,1000CK,33249233	,332492330000	,000015017516	,No Value,True,No Value,Stichting Vrienden Ymere,Stichting Vrienden Ymere,Stichting Vrienden Ymere,Stichting Vrienden Ymere,Jollemanhof,8,,1019GW,Amsterdam,"<b>...</b> Stichting Vrienden Ymere. Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland  1000 CK. Jollemanhof 8, 1019GW, Amsterdam, Nederland 1019 GW. <b>...</b>  "
2447,1000BA,55939031	,559390310000	,000025542621	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Cotton Wear B.V.,Cotton Wear B.V.,No Value,Cotton Wear B.V.,Danzigerkade,221,,1013AP,Amsterdam,"<b>...</b> Cotton Wear BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA.  Danzigerkade 221, 1013AP, Amsterdam, Nederland 1013 AP. <b>...</b>  "
2448,1000CK,68408412	,684084120000	,No Value	,No Value,True,No Value,"Vereniging Van Eigenaars Juliana van Stolbergstraat 1-51 (oneven nummers), Bestevâerstraat 232-238 (even nummers), Louise de Colignystraat 2-54 (even nummers) en Willem de Zwijgerlaan 331 te Amsterdam",No Value,No Value,"Vereniging Van Eigenaars Juliana van Stolbergstraat 1-51 (oneven nummers), Bestevâerstraat 232-238 (even nummers), Louise de Colignystraat 2-54 (even nummers) en Willem de Zwijgerlaan 331 te Amsterdam",Jollemanhof,8,,1019GW,Amsterdam,"<b>...</b> Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK. Jollemanhof 8,  1019GW, Amsterdam, Nederland 1019 GW. Belangenbehartiging. <b>...</b>  "
2449,1000CL,55741908	,557419080000	,No Value	,No Value,True,No Value,Stichting Beheer Derdengelden Schram Advocaten Amsterdam,No Value,No Value,Stichting Beheer Derdengelden Schram Advocaten Amsterdam,Oostenburgervoorstraat,51,G,1018MN,Amsterdam,"<b>...</b> A&#39;dam. Stichting Beheer Derdengelden Schram Advocaten Amsterdam.  Postbus 2465, <b>1000CL</b>, Amsterdam, Nederland 1000 CL. <b>...</b>  "
2450,1000AS,57242208	,572422080000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Zomerdijkstraat 16-30,No Value,No Value,Vereniging van Eigenaars Zomerdijkstraat 16-30,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> VVE Zomerdijkstraat 16-30. Vereniging van Eigenaars &quot;Zomerdijkstraat  16-30&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2451,1000AZ,09133180	,091331800000	,000020592566	,No Value,True,No Value,Sabre International B.V.,Sabre International B.V.,Sabre International B.V.,Sabre International B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Sabre International BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2452,1000AK,33187554	,331875540000	,000020296266	,No Value,True,No Value,B.V. Beheer Maatschappij Parelgracht,B.V. Beheer Maatschappij Parelgracht,B.V. Beheer Maatschappij Parelgracht,B.V. Beheer Maatschappij Parelgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Beheer Maatschappij Parelgracht. BV Beheer Maatschappij Parelgracht.  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2453,1000CK,41212857	,412128570001	,000020626509	,No Value,True,www.ymere.nl.,Stichting Ymere,Stichting Ymere | Ymere | Yver,Stichting Ymere,Stichting Ymere,Jollemanhof,21,,1019GW,Amsterdam,"<b>...</b> www.ymere.nl. Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK.  Jollemanhof 21, 1019GW, Amsterdam, Nederland 1019 GW. <b>...</b>  "
2454,1000CE,62866087	,628660870000	,000031837468	,No Value,True,No Value,KVD Initiatieven B.V.,KVD Initiatieven B.V.,KVD Initiatieven B.V.,KVD Initiatieven B.V.,Vogt,21,,6422RK,Heerlen,"<b>...</b> KVD Initiatieven BV. KVD Initiatieven BV. Postbus 22231, <b>1000CE</b>, Amsterdam,  Nederland 1000 CE. Vogt 21, 6422RK, Heerlen, Nederland 6422 RK <b>...</b>  "
2455,1000CL,30156342	,301563420000	,No Value	,No Value,True,No Value,Stichting Terracotta,No Value,No Value,Stichting Terracotta,Nieuwezijds Voorburgwal,292,,1012RT,Amsterdam,"Overige belangenbehartiging (rest). Stichting Terracotta. Stichting Terracotta.  Postbus 2465, <b>1000CL</b>, Amsterdam, Nederland 1000 CL. <b>...</b>  "
2456,1000AS,58001182	,580011820000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Kattengat 8,No Value,No Value,Vereniging van Eigenaars Kattengat 8,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Kattengat 8&quot;. Vereniging van Eigenaars &quot;Kattengat  8&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2457,1000AZ,34273339	,342733390000	,000019014767	,No Value,True,No Value,AVALLON Partners B.V.,AVALLON Partners B.V.,AVALLON Partners B.V.,AVALLON Partners B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> AVALLON Partners BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2458,1000AK,34107087	,341070870000	,000016387384	,No Value,True,No Value,B.V. Beheer Maatschappij Stadiongracht,B.V. Beheer Maatschappij Stadiongracht,B.V. Beheer Maatschappij Stadiongracht,B.V. Beheer Maatschappij Stadiongracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Beheer Maatschappij Stadiongracht. BV Beheer Maatschappij Stadiongracht.  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
2459,1000CA,50443542	,504435420000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Uitzend & Detacheringsburo ENSA B.V.,No Value,No Value,Uitzend & Detacheringsburo ENSA B.V.,De Ruijterkade,142,,1011AC,Amsterdam,"50443542 822766814. Uitzend &amp; Detacheringsburo ENSA BV. Postbus  2046, <b>1000CA</b>, Amsterdam, Nederland 1000 CA. <b>...</b>  "
2460,1000CK,34284800	,342848000000	,No Value	,No Value,True,No Value,Beheervereniging Blok 58 IJburg,No Value,No Value,Beheervereniging Blok 58 IJburg,Jollemanhof,8,Huys Azië,1019GW,Amsterdam,"<b>...</b> Beheervereniging Blok 58 IJburg. Beheervereniging Blok 58 IJburg.  Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK. <b>...</b>  "
2461,1000CE,33164508	,331645080033	,No Value	,Deze nevenvestiging is uitgeschreven uit het Handelsregister,True,No Value,HEMA BAKKERIJEN B.V.,HEMA BAKKERIJEN B.V.,Hema Bakkerijen B.V.,HEMA BAKKERIJEN B.V.,NIEUWENDIJK,174,-176,1012MT,AMSTERDAM,"HEMA BAKKERIJEN BV. Hema Bakkerijen BV. Hema Bakkerijen BV.  POSTBUS 2200, <b>1000CE</b>, AMSTERDAM, Nederland 1000 CE. <b>...</b>  "
2462,1000CL,33256227	,332562270003	,000004146921	,No Value,True,www.kitschkitchen.nl.,Kitsch Kitchen Holding B.V.,Kitsch Kitchen Holding B.V.,Kitsch Kitchen Holding B.V.,Kitsch Kitchen Holding B.V.,Saxenburgerstraat,7,H,1054KM,Amsterdam,"<b>...</b> www.kitschkitchen.nl. Postbus 2454, <b>1000CL</b>, Amsterdam, Nederland 1000  CL. Saxenburgerstraat 7 H, 1054KM, Amsterdam, Nederland 1054 KM. <b>...</b>  "
2463,1000AS,50697579	,506975790000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Maassluisstraat 492-580 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Maassluisstraat 492-580 te Amsterdam,Jacob Bontiusplaats,9,,1018LL,Amsterdam,"<b>...</b> Vereniging van Eigenaars Maassluisstraat 492-580 te Amsterdam.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
2464,1000AZ,08153218	,081532180000	,000020593899	,No Value,True,No Value,Gazit Europe (Asia) B.V.,Gazit Europe (Asia) B.V.,Gazit Europe (Asia) B.V.,Gazit Europe (Asia) B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Gazit Europe (Asia) BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
2465,1000AK,55649688	,556496880000	,000025281305	,No Value,True,No Value,B.V. Firmanten Happy Ranger,B.V. Firmanten Happy Ranger,B.V. Firmanten Happy Ranger,B.V. Firmanten Happy Ranger,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Happy Ranger. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
2466,1000CA,33119661	,331196610000	,000014923335	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Biesheuvel & Partners Holding B.V.,Biesheuvel & Partners Holding B.V.,No Value,Biesheuvel & Partners Holding B.V.,Spaklerweg,89,,1099CX,Duivendrecht,"Biesheuvel &amp; Partners Holding BV. Financiële holdings. Biesheuvel &amp; Partners  Holding BV. Postbus 2046, <b>1000CA</b>, Amsterdam, Nederland 1000 CA <b>...</b>  "
2467,1000CK,41215149	,412151490000	,No Value	,No Value,True,No Value,Stichting Woonruimteverdeling Woonwerk,No Value,No Value,Stichting Woonruimteverdeling Woonwerk,De Ruijterkade,7,,1013AA,Amsterdam,"<b>...</b> Stichting Woonruimteverdeling Woonwerk. Stichting Woonruimteverdeling  Woonwerk. Postbus 2412, <b>1000CK</b>, Amsterdam, Nederland 1000 CK. <b>...</b>  "
2468,1000CL,63286440	,632864400000	,No Value	,No Value,True,www.twsmusic.org.,Stichting Trans World School of Music,No Value,No Value,Stichting Trans World School of Music,Oostenburgervoorstraat,51,G,1018MN,Amsterdam,"<b>...</b> Stichting Trans World School of Music. www.twsmusic.org. Postbus 2465,  <b>1000CL</b>, Amsterdam, Nederland 1000 CL. Oostenburgervoorstraat <b>...</b>  "
