,search_string,8_digit_kvk,12_digit_kvk,vesting_nr,status_of_company,headquarters,website,main_company_name,bestaande_handelsnamen,statutaire_naam,second_page_company_name,street,housenumber,housenumber_extension,postcode,city,extra_infomation
1727,1000BT,33219184	,332191840000	,000016506456	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Jastrong Ontwikkelingsmaatschappij B.V.,Jastrong Ontwikkelingsmaatschappij B.V.,No Value,Jastrong Ontwikkelingsmaatschappij B.V.,Stokerkade,100,,1019XB,Amsterdam,"<b>...</b> Handel in eigen onroerend goed. Jastrong Ontwikkelingsmaatschappij BV.  Postbus 1791, <b>1000BT</b>, Amsterdam, Nederland 1000 BT. <b>...</b>  "
1728,1000AS,50085913	,500859130000	,No Value	,No Value,True,No Value,Loenermark Flat C,No Value,No Value,Loenermark Flat C,Loenermark,345,,1025TG,Amsterdam,"<b>...</b> Loenermark Flat C. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS.  Loenermark 345, 1025TG, Amsterdam, Nederland 1025 TG. <b>...</b>  "
1729,1000AK,33206660	,332066600000	,000020511221	,No Value,True,No Value,B.V. Beheer Maatschappij Anjeliersgracht,B.V. Beheer Maatschappij Anjeliersgracht,B.V. Beheer Maatschappij Anjeliersgracht,B.V. Beheer Maatschappij Anjeliersgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Beheermij. Anjeliersgracht. BV Beheer Maatschappij Anjeliersgracht.  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1730,1000BA,56139039	,561390390000	,No Value	,No Value,True,No Value,Bizon Betonmortel Amsterdam B.V.,No Value,No Value,Bizon Betonmortel Amsterdam B.V.,P Cornelisz Hooftstr,5,,1071BL,Amsterdam,"Bizon Betonmortel Amsterdam BV. Bizon Betonmortel Amsterdam BV.  Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1731,1000BA,34106722	,341067220000	,No Value	,No Value,True,www.awepa.org.,Association of European Parliamentarians with Africa,No Value,No Value,Association of European Parliamentarians with Africa,Prins Hendrikkade,48,,1012AC,Amsterdam,"<b>...</b> www.awepa.org. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA.  Prins Hendrikkade 48, 1012AC, Amsterdam, Nederland 1012 AC. <b>...</b>  "
1732,1000BW,30046259	,300462590101	,No Value	,Deze nevenvestiging is uitgeschreven uit het Handelsregister,True,No Value,RABOBANK NEDERLAND,RABOBANK NEDERLAND,Coöperatieve Rabobank U.A.,RABOBANK NEDERLAND,HERENGRACHT,40,,1015BM,AMSTERDAM,"<b>...</b> Coöperatieve Rabobank UA. Coöperatieve Rabobank UA. POSTBUS  1869, <b>1000BW</b>, AMSTERDAM, Nederland 1000 BW. <b>...</b>  "
1733,1000AZ,55950779	,559507790000	,000025553704	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Korek Energy Services B.V.,Korek Energy Services B.V.,No Value,Korek Energy Services B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Ingenieurs en overig technisch ontwerp en advies. Korek Energy Services  BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
1734,1000AZ,34237911	,342379110000	,000017306949	,No Value,True,No Value,MK Oil and Gas B.V.,MK Oil and Gas B.V.,MK Oil and Gas B.V.,MK Oil and Gas B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> MK Oil and Gas BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ.  Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1735,1000AS,59676779	,596767790000	,No Value	,No Value,True,No Value,"Vereniging van Eigenaars van het hoofdappartementsrecht index 2, Stadionweg 112 tot en met 118 (even nummers) te Amsterdam",No Value,No Value,"Vereniging van Eigenaars van het hoofdappartementsrecht index 2, Stadionweg 112 tot en met 118 (even nummers) te Amsterdam",Jacob Bontiusplaats,9,,1018LL,Amsterdam,"<b>...</b> Postbus 700, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Jacob  Bontiusplaats 9, 1018LL, Amsterdam, Nederland 1018 LL. <b>...</b>  "
1736,1000AK,65810406	,658104060000	,000034492135	,No Value,True,No Value,Rederij Yacht Express,Rederij Yacht Express,No Value,Rederij Yacht Express,Radarweg,36,,1042AA,Amsterdam,"Rederij Yacht Express. Zee- en kustvaart (vracht- en tankvaart; geen sleepvaart).  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1737,1000BA,62727346	,627273460000	,No Value	,No Value,True,No Value,Stichting Vrienden van Charlie,No Value,No Value,Stichting Vrienden van Charlie,Kattenburgerstraat,7,,1018JA,Amsterdam,"<b>...</b> Stichting Vrienden van Charlie. Stichting Vrienden van Charlie. Postbus  1043, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1738,1000BA,33191231	,331912310000	,000016671465	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Stumpel & Stumpel Communications,Stumpel & Stumpel Communications | Catchline Productions | Hollandse Communicatie Maatschap B.V. | Adera Nederland,No Value,Stumpel & Stumpel Communications,Stadhouderskade,2,,1054ES,Amsterdam,"<b>...</b> Financiële holdings. Hollandse Communicatie Maatschap BV. Postbus  1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1739,1000AS,53987985	,539879850000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Derde Oosterparkstraat 161-191,No Value,No Value,Vereniging van Eigenaars Derde Oosterparkstraat 161-191,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Derde Oosterparkstraat 161-191&quot;. Postbus  738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Hoogte <b>...</b>  "
1740,1000BW,33134839	,331348390003	,No Value	,Deze nevenvestiging is uitgeschreven uit het Handelsregister,True,No Value,V.O.F. BRAITMAN EN WOUDENBERG,V.O.F. BRAITMAN EN WOUDENBERG,Woudenberg Beheer B.V.,V.O.F. BRAITMAN EN WOUDENBERG,KLEINE HOUTSTRAAT,15,,1013HN,AMSTERDAM,"<b>...</b> Carrosserieherstel. Woudenberg Beheer BV. Woudenberg Beheer BV.  POSTBUS 1891, <b>1000BW</b>, AMSTERDAM, Nederland 1000 BW. <b>...</b>  "
1741,1000AZ,34271080	,342710800000	,000020586507	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Game & Technology Advisers (Europe) B.V.,Game & Technology Advisers (Europe) B.V.,Game & Technology Advisers (Europe) B.V.,Game & Technology Advisers (Europe) B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Game &amp; Technology Advisers (Europe) BV. Game &amp; Technology Advisers  (Europe) BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
1742,1000AZ,34298102	,342981020000	,000019209444	,No Value,True,No Value,Hess (Netherlands) U.S. Oil and Gas Holdings   B.V.,Hess (Netherlands) U.S. Oil and Gas Holdings   B.V.,Hess (Netherlands) U.S. Oil and Gas Holdings   B.V.,Hess (Netherlands) U.S. Oil and Gas Holdings   B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> BV. Hess (Netherlands) US Oil and Gas Holdings BV. Postbus 990, <b>1000AZ</b>,  Amsterdam, Nederland 1000 AZ. Prins Bernhardplein <b>...</b>  "
1743,1000AS,55016243	,550162430000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Soesterberghof 1-149,No Value,No Value,Vereniging van Eigenaars Soesterberghof 1-149,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> VvE Soesterberghof 1-149. Vereniging van Eigenaars &quot;Soesterberghof 1-149&quot;.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1744,1000AK,55705200	,557052000000	,000025330373	,No Value,True,No Value,V.O.F. Danzigergracht,V.O.F. Danzigergracht,No Value,V.O.F. Danzigergracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> VOF Danzigergracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000  AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1745,1000BA,57852766	,578527660000	,No Value	,No Value,True,No Value,B.Q. de Ruyter & Duiker B.V.,No Value,No Value,B.Q. de Ruyter & Duiker B.V.,P Cornelisz Hooftstr,5,,1071BL,Amsterdam,"57852766 852764911. BQ de Ruyter &amp; Duiker BV. BQ de Ruyter &amp; Duiker  BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1746,1000AK,56006608	,560066080000	,000025604112	,No Value,True,No Value,Rederij Scheldegracht,Rederij Scheldegracht,No Value,Rederij Scheldegracht,Radarweg,36,,1042AA,Amsterdam,"Rederij Scheldegracht. Zee- en kustvaart (vracht- en tankvaart; geen sleepvaart).  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1747,1000BA,33298875	,332988750000	,000017416906	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Hollandse Communicatie Maatschap Holding B.V.,Hollandse Communicatie Maatschap Holding B.V. | Adera Nederland,No Value,Hollandse Communicatie Maatschap Holding B.V.,Stadhouderskade,2,,1054ES,Amsterdam,"<b>...</b> Financiële holdings. Hollandse Communicatie Maatschap Holding BV.  Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1748,1000AS,34373716	,343737160000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Florazon,No Value,No Value,Vereniging van Eigenaars Florazon,Zonnebloemlaan,1,en 3,1943BX,Beverwijk,"<b>...</b> Vereniging van Eigenaars Florazon. Vereniging van Eigenaars Florazon.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1749,1000AZ,34221411	,342214110000	,000020579160	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Resam WG B.V.,Resam WG B.V.,No Value,Resam WG B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Resam WG BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. Prins  Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1750,1000AS,67289266	,672892660000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Van Beuningenplein III,No Value,No Value,Vereniging van Eigenaars Van Beuningenplein III,Tweede Keucheniusstraat,10,1,1051VR,Amsterdam,"<b>...</b> VvE Van Beuningenplein III. Vereniging van Eigenaars &quot;Van Beuningenplein  III&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1751,1000AK,34238323	,342383230000	,000018297285	,No Value,True,No Value,B.V. Beheer Maatschappij Merwedegracht,B.V. Beheer Maatschappij Merwedegracht,B.V. Beheer Maatschappij Merwedegracht,B.V. Beheer Maatschappij Merwedegracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Beheer Maatschappij Merwedegracht. BV Beheer Maatschappij  Merwedegracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1752,1000BA,52149005	,521490050000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Parkeerlaag Mondriaanwoningen,No Value,No Value,Vereniging van Eigenaars Parkeerlaag Mondriaanwoningen,Amstelplein,6,,1096BC,Amsterdam,"<b>...</b> Vereniging van Eigenaars Parkeerlaag Mondriaanwoningen. Postbus  1000, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1753,1000AK,33174776	,331747760000	,000006992293	,No Value,True,No Value,Spliethoff Beheer B.V.,Spliethoff Beheer B.V.,Spliethoff Beheer B.V.,Spliethoff Beheer B.V.,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> Spliethoff Beheer BV. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000  AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1754,1000BX,33242081	,332420810000	,000014927489	,No Value,True,www.clausenkaan.com.,Felix Claus Architekt B.V.,Felix Claus Architekt B.V.,Felix Claus Architekt B.V.,Felix Claus Architekt B.V.,Krijn Taconiskade,442,,1087HW,Amsterdam,"<b>...</b> Felix Claus Architekt BV. Felix Claus Architekt BV. www.clausenkaan.com.  Postbus 1913, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1755,1000BA,34089034	,340890340000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Garage FV01 B.V.,No Value,No Value,Garage FV01 B.V.,P Cornelisz Hooftstr,5,,1071BL,Amsterdam,"Garage FV01 BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA.  P Cornelisz Hooftstr 5, 1071BL, Amsterdam, Nederland 1071 BL. <b>...</b>  "
1756,1000AS,60355352	,603553520000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Lijsterstraat 4 Zandvoort,No Value,No Value,Vereniging van Eigenaars Lijsterstraat 4 Zandvoort,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> VvE &quot;Lijsterstraat 4 Zandvoort&quot;. Vereniging van Eigenaars &quot;Lijsterstraat 4  Zandvoort&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1757,1000AZ,24266183	,242661830000	,000017633885	,No Value,True,No Value,Victoria & Eagle Group N.V.,Victoria & Eagle Group N.V.,Victoria & Eagle Group N.V.,Victoria & Eagle Group N.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Financiële holdings. Victoria &amp; Eagle Group NV. Victoria &amp; Eagle Group NV.  Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
1758,1000AS,50917323	,509173230000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Blasiusstraat 34-36,No Value,No Value,Vereniging van Eigenaars Blasiusstraat 34-36,Blasiusstraat,34,H,1091CS,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Blasiusstraat 34-36&quot;. www.vvebeheer-amsterdam.  nl. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1759,1000AK,55652956	,556529560000	,000025284274	,No Value,True,No Value,B.V. Firmanten Artisgracht,B.V. Firmanten Artisgracht,B.V. Firmanten Artisgracht,B.V. Firmanten Artisgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Artisgracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000  AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1760,1000AK,33228323	,332283230000	,000017466881	,No Value,True,No Value,B.V. Beheer Maatschappij Ankergracht,B.V. Beheer Maatschappij Ankergracht,B.V. Beheer Maatschappij Ankergracht,B.V. Beheer Maatschappij Ankergracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Beheer Maatschappij Ankergracht. BV Beheer Maatschappij Ankergracht.  Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1761,1000BX,63461528	,634615280000	,000032375816	,No Value,True,www.djevayoung.com.,Eva Young,Eva Young,No Value,Eva Young,Van Hogendorpstraat,891,,1051CE,Amsterdam,"Eva Young. Beoefening van podiumkunst. www.djevayoung.com. Postbus  1923, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1762,1000BA,34068880	,340688800000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,ZA-EK B.V.,No Value,No Value,ZA-EK B.V.,P Cornelisz Hooftstr,5,,1071BL,Amsterdam,"ZA-EK BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. P  Cornelisz Hooftstr 5, 1071BL, Amsterdam, Nederland 1071 BL. <b>...</b>  "
1763,1000AS,69760543	,697605430000	,No Value	,No Value,True,No Value,"Vereniging van eigenaars van het Gebouw Tweede Constantijn Huigenstraat 41, Tweede Helmersstraat 118 tot en met 206 te Amsterdam",No Value,No Value,"Vereniging van eigenaars van het Gebouw Tweede Constantijn Huigenstraat 41, Tweede Helmersstraat 118 tot en met 206 te Amsterdam",Sarphatistraat,370,,1018GW,Amsterdam,"<b>...</b> Postbus 700, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. Sarphatistraat  370, 1018GW, Amsterdam, Nederland 1018 GW. <b>...</b>  "
1764,1000AZ,34319859	,343198590000	,000020585640	,No Value,True,No Value,PREF I Coöperatief U.A.,PREF I Coöperatief U.A.,PREF I Coöperatief U.A.,PREF I Coöperatief U.A.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> PREF I Coöperatief UA. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1765,1000AK,58856358	,588563580000	,000028186230	,No Value,True,No Value,Yacht Carriers B.V.,Yacht Carriers B.V.,Yacht Carriers B.V.,Yacht Carriers B.V.,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> Yacht Carriers BV. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK.  Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1766,1000AZ,34294876	,342948760000	,000005611474	,No Value,True,No Value,Poema Gold Coöperatief U.A.,Poema Gold Coöperatief U.A.,Poema Gold Coöperatief U.A.,Poema Gold Coöperatief U.A.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Projectontwikkeling. Poema Gold Coöperatief UA. Poema Gold Coöperatief  UA. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
1767,1000AK,33259376	,332593760000	,000017871204	,No Value,True,No Value,C.V. Scheepvaartonderneming Eemsgracht,C.V. Scheepvaartonderneming Eemsgracht,No Value,C.V. Scheepvaartonderneming Eemsgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> CV Scheepvaartonderneming Eemsgracht. CV Scheepvaartonderneming  Eemsgracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1768,1000BX,51533405	,515334050000	,000021552665	,No Value,True,www.steelartistmanagement.com.,Steel Artist Management B.V.,Steel Artist Management B.V.,Steel Artist Management B.V.,Steel Artist Management B.V.,Weteringschans,110,H,1017XS,Amsterdam,"<b>...</b> Steel Artist Management BV. www.steelartistmanagement.com. Postbus  1923, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1769,1000BA,34204709	,342047090000	,000004282655	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Turvo Beheer B.V.,Turvo Beheer B.V.,No Value,Turvo Beheer B.V.,Bilderdammerweg,74,,1433HJ,Kudelstaart,"<b>...</b> Turvo Beheer BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA.  Bilderdammerweg 74, 1433HJ, Kudelstaart, Nederland 1433 HJ. <b>...</b>  "
1770,1000AS,69764530	,697645300000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Nassaukade 341 tot en met 350 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Nassaukade 341 tot en met 350 te Amsterdam,Sarphatistraat,370,,1018GW,Amsterdam,"<b>...</b> Vereniging van Eigenaars Nassaukade 341 tot en met 350 te Amsterdam.  Postbus 700, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1771,1000AZ,12014253	,120142530001	,000017090245	,No Value,True,No Value,Globalia Travel B.V.,Globalia Travel B.V.,Globalia Travel B.V.,Globalia Travel B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Globalia Travel BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ.  Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1772,1000AZ,34335900	,343359000000	,000020324391	,No Value,True,No Value,Cougar Gold B.V.,Cougar Gold B.V.,Cougar Gold B.V.,Cougar Gold B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Cougar Gold BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. Prins  Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1773,1000BA,24329654	,243296540000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Rumbo B.V.,No Value,No Value,Rumbo B.V.,Pieter Cornelisz. Hooftst,5,,1071BL,Amsterdam,"24329654 810545962. Rumbo BV. Postbus 1031, <b>1000BA</b>, Amsterdam,  Nederland 1000 BA. Pieter Cornelisz. Hooftst 5, 1071BL <b>...</b>  "
1774,1000AK,55699839	,556998390000	,000025325523	,No Value,True,No Value,V.O.F. Traveller,V.O.F. Traveller,No Value,V.O.F. Traveller,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> VOF Traveller. VOF Traveller. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland  1000 AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1775,1000BX,60463368	,604633680000	,000029657008	,No Value,True,No Value,Vermeulen & Ulutuz Management B.V.,Vermeulen & Ulutuz Management B.V.,Vermeulen & Ulutuz Management B.V.,Vermeulen & Ulutuz Management B.V.,Panamalaan,100,,1019AZ,Amsterdam,"<b>...</b> Vermeulen &amp; Ulutuz Management BV. Vermeulen &amp; Ulutuz Management BV.  Postbus 1949, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1776,1000AS,67157726	,671577260000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Haarlemmerstraat 29-41 te Amsterdam,No Value,No Value,Vereniging van Eigenaars Haarlemmerstraat 29-41 te Amsterdam,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Haarlemmerstraat 29-41&quot; te Amsterdam.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1777,1000AZ,34328841	,343288410000	,000005029767	,No Value,True,No Value,Caracal Coöperatief U.A.,Caracal Coöperatief U.A.,Caracal Coöperatief U.A.,Caracal Coöperatief U.A.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Caracal Coöperatief UA. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000  AZ. Prins Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB <b>...</b>  "
1778,1000BA,55254810	,552548100000	,000024926868	,Deze hoofdvestiging is uitgeschreven uit het Handelsregister,True,No Value,Amsterdamse Horecacombinatie B.V.,Amsterdamse Horecacombinatie B.V. | het Nieuwe Werck,No Value,Amsterdamse Horecacombinatie B.V.,Postbus,1031,,1000BA,Amsterdam,"<b>...</b> Organisatie-adviesbureaus. Uitleenbureaus. Amsterdamse Horecacombinatie  BV. Postbus 1031, <b>1000BA</b>, Amsterdam, Nederland 1000 BA. <b>...</b>  "
1779,1000AS,50483315	,504833150000	,No Value	,No Value,True,www.vvebeheer-amsterdam.nl.,Henry Cleijndertweg 441 t/m 653,No Value,No Value,Henry Cleijndertweg 441 t/m 653,Jacob Bontiusplaats,9,,1018LL,Amsterdam,"<b>...</b> Henry Cleijndertweg 441 t/m 653. www.vvebeheer-amsterdam.nl. Postbus  738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1780,1000AK,55699464	,556994640000	,000025325191	,No Value,True,No Value,V.O.F. Donaugracht,V.O.F. Donaugracht,No Value,V.O.F. Donaugracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> VOF Donaugracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK.  Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1781,1000BX,34202690	,342026900000	,000012505390	,No Value,True,No Value,Othersites,Othersites,No Value,Othersites,Baron G.A. Tindalplein,113,,1019TW,Amsterdam,"Othersites. Ontwikkelen, produceren en uitgeven van software. Postbus  1938, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1782,1000AS,57826641	,578266410000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Zoomstraat-Dintelstraat-Niersstraat,No Value,No Value,Vereniging van Eigenaars Zoomstraat-Dintelstraat-Niersstraat,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> Vereniging van Eigenaars &quot;Zoomstraat-Dintelstraat-Niersstraat&quot;. Postbus  738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1783,1000AZ,34295774	,342957740000	,000018039308	,No Value,True,No Value,Tijger Gold B.V.,Tijger Gold B.V.,Tijger Gold B.V.,Tijger Gold B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"<b>...</b> Tijger Gold BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. Prins  Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
1784,1000AK,56005636	,560056360000	,000025603264	,No Value,True,No Value,Rederij Egelantiersgracht,Rederij Egelantiersgracht,No Value,Rederij Egelantiersgracht,Radarweg,36,,1042AA,Amsterdam,"Rederij Egelantiersgracht. Zee- en kustvaart (vracht- en tankvaart; geen  sleepvaart). Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000 AK. <b>...</b>  "
1785,1000AS,53045815	,530458150000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Ankersmidplein 21 tot en met 139 te Zaandam,No Value,No Value,Vereniging van Eigenaars Ankersmidplein 21 tot en met 139 te Zaandam,Ankersmidplein,137,,1506CK,Zaandam,"<b>...</b> Vereniging van Eigenaars Ankersmidplein 21 tot en met 139 te Zaandam.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
1786,1000AK,55656625	,556566250000	,000025287516	,No Value,True,No Value,B.V. Firmanten Sluisgracht,B.V. Firmanten Sluisgracht,B.V. Firmanten Sluisgracht,B.V. Firmanten Sluisgracht,Radarweg,36,,1042AA,Amsterdam,"<b>...</b> BV Firmanten Sluisgracht. Postbus 409, <b>1000AK</b>, Amsterdam, Nederland 1000  AK. Radarweg 36, 1042AA, Amsterdam, Nederland 1042 AA. <b>...</b>  "
1787,1000BX,50086359	,500863590000	,000018174264	,No Value,True,www.boerolij.nl.,Boer & Olij,Boer & Olij | B&O Securities | Boer & Olij Securities B.V.,Boer & Olij Securities B.V.,Boer & Olij,Piet Heinkade,55,5e verdiepin,1019GM,Amsterdam,"<b>...</b> Boer &amp; Olij Securities BV. Boer &amp; Olij Securities BV. www.boerolij.nl.  Postbus 1912, <b>1000BX</b>, Amsterdam, Nederland 1000 BX. <b>...</b>  "
1788,1000AS,58199438	,581994380000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Steenderenstraat e.o.,No Value,No Value,Vereniging van Eigenaars Steenderenstraat e.o.,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> VvE Steenderenstraat eo. Vereniging van Eigenaars &quot;Steenderenstraat eo&quot;.  Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
